date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	Xq13.1	X	70920000	SLC7A	TEX11 - SLC7A3	56159	84889		11283	5579	rs6625711-A	rs6625711		6625711	intergenic_variant	0	0.41	6.00E-12	11.22184875	(EA)	1.07	[1.05-1.08]	"Affymetrix, Illumina [up to 16852405] (imputed)"
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	Xq13.1	X	71188133	"NLGN3, BCYRN1"	NLGN3 - GJB1	54413	2705		12826	27079	rs4844289-G	rs4844289		4844289	intron_variant	0	0.39	1.00E-09	9	(EA)	1.05	[1.04-1.07]	"Affymetrix, Illumina [up to 16852405] (imputed)"
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	20q13.13	20	50911385	ADNP	ADNP			23394			rs12480328-T	rs12480328		12480328	intron_variant	0	0.93	2.00E-07	6.698970004	(EA)	1.13	[1.08-1.17]	"Affymetrix, Illumina [up to 16852405] (imputed)"
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	21q22.3	21	41529494	TMPRSS2	TMPRSS2 - LOC105372809	7113	105372809		21336	23310	rs1041449-G	rs1041449		1041449	intron_variant	0	0.44	3.00E-07	6.522878745	(EA)	1.06	[1.04-1.09]	"Affymetrix, Illumina [up to 16852405] (imputed)"
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	22q11.21	22	19770369	TBX1	TBX1			6899			rs2238776-G	rs2238776		2238776	intron_variant	0	0.8	2.00E-07	6.698970004	(EA)	1.09	[1.06-1.12]	"Affymetrix, Illumina [up to 16852405] (imputed)"
5/7/2015	25217961	Al Olama AA	9/14/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25217961	"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer."	Prostate cancer	"34,379 European ancestry cases, 33,164 European ancestry controls, 5,327 African ancestry cases, 5,136 African ancestry controls, 2,563 Japanese ancestry cases, 4,391 Japanese ancestry controls, 1,034 Latino cases, 1,046 Latino controls"	NA	1p36.22	1	10496040	PEX14	PEX14			5195			rs636291-A	rs636291		636291	intron_variant	0	0.16	2.00E-08	7.698970004	"(EA, early-onset)"	1.18	[1.12-1.24]	"Affymetrix, Illumina [up to 16852405] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	1p36.12	1	22261235	"WNT4, CDC42"	LOC105376850 - MIR4418	105376850	100616433		88730	5004	rs72647484-?	rs72647484		72647484	intergenic_variant	0	0.91	1.00E-08	8		1.24	[1.15-1.33]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	5q15	5	96794170	ERAP1	ERAP1			51752			rs202110856-?	rs202110856		202110856	intron_variant	0	0.99	7.00E-08	7.15490196		1.51	[1.23-1.86]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	10p13	10	16955267	CUBN	CUBN			8029			rs10904849-?	rs10904849		10904849	intron_variant	0	0.68	7.00E-08	7.15490196		1.13	[1.08-1.19]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	16p13.2	16	9203955	C16orf72	LOC101927026			101927026			rs79900961-?	rs79900961		79900961	intergenic_variant	0	0.98	5.00E-08	7.301029996		1.49	[1.26-1.76]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	16q24.1	16	86662114	FOXL1	LOC105371390 - LOC105371391	105371390	105371391		14758	20230	rs16941835-?	rs16941835		16941835	intron_variant	0	0.21	5.00E-08	7.301029996		1.16	[1.09-1.22]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	1q41	1	221887680	DUSP10	LOC101929771 - LOC105372950	101929771	105372950		47014	26082	rs11118883-A	rs11118883		11118883	intron_variant	0	0.35	5.00E-06	5.301029996		1.12	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	8q24.11	8	116836068	EIF3H	UTP23			84294			rs76316943-A	rs76316943		76316943	intron_variant	0	0.01	2.00E-11	10.69897		1.58	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	8q24.21	8	127412547	MYC	CASC8			727677			rs7014346-A	rs7014346		7014346	intron_variant	0	0.34	6.00E-15	14.22184875		1.19	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	10p14	10	8697617	GATA3	LOC105376400			105376400			rs11255841-T	rs11255841		11255841	intergenic_variant	0	0.68	4.00E-13	12.39794001		1.18	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	10q24.2	10	99591947	"SLC25A28, NKX2-3"	NKX2-3 - SLC25A28	159296	81894		55423	18571	rs11190164-G	rs11190164		11190164	intergenic_variant	0	0.29	8.00E-07	6.096910013		1.13	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	11q13.4	11	74634505	POLD3	POLD3			10714			rs3824999-C	rs3824999		3824999	intron_variant	0	0.47	8.00E-11	10.09691001		1.15	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	11q23.1	11	111300984	FLJ45803	"COLCA1, COLCA2"			"399948, 120376"			rs3802842-C	rs3802842		3802842	intron_variant	0	0.27	2.00E-06	5.698970004		1.13	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	12q13.12	12	50651666	"DIP2B, ATF1"	DIP2B			57609			rs4768903-A	rs4768903		4768903	intron_variant	0	0.61	4.00E-08	7.397940009		1.1	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	14q22.2	14	53952388	BMP4	BMP4			652			rs35107139-C	rs35107139		35107139	intron_variant	0	0.4	2.00E-06	5.698970004		1.1	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	15q13.3	15	32718211	"GREM1, SCG5"	"GREM1, LOC100131315"			"26585, 100131315"			rs2293582-A	rs2293582		2293582	non_coding_transcript_exon_variant	0	0.21	3.00E-11	10.52287875		1.21	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	18q21.1	18	48927678	SMAD7	SMAD7			4092			rs7226855-A	rs7226855		7226855	intron_variant	0	0.55	4.00E-23	22.39794001		1.25	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	20p12.3	20	6399697	BMP2	LOC149844 - CASC20	149844	101929244		184358	27035	rs57046232-T	rs57046232		57046232	intergenic_variant	0	0.37	5.00E-07	6.301029996		1.11	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	20p12.3	20	6709454	BMP2	CASC20 - LOC105372516	101929244	105372516		180995	21337	rs1015563-T	rs1015563		1015563	regulatory_region_variant	0	0.35	2.00E-06	5.698970004		1.12	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
2/13/2016	25990418	Al-Tassan NA	5/20/2015	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	"7,577 European ancestry cases, 9,979 European ancestry controls"	NA	20q13.33	20	62394395	LAMA5	CABLES2			81928			rs2427308-C	rs2427308		2427308	intron_variant	0	0.78	3.00E-11	10.52287875		1.19	[NR]	"Affymetrix, Illumina [~ 10000000] (imputed)"
1/10/2013	23065704	Amin Al Olama A	10/12/2012	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	"5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls"	"22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls"	19q13.2	19	41479679	"ATP5SL, CEACAM21"	PCAT19			100505495			rs11672691-G	rs11672691		11672691	intron_variant	0	NR	1.00E-08	8	(Aggressive)	1.11	[1.02-1.20]	Illumina [~ 2600000] (imputed)
1/10/2013	23065704	Amin Al Olama A	10/12/2012	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	"5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls"	"22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls"	19q13.2	19	41479679	"ATP5SL, CEACAM21"	PCAT19			100505495			rs11672691 -G	rs11672691		11672691	intron_variant	0	NR	2.00E-12	11.69897	(All)	1.08	[1.04-1.12]	Illumina [~ 2600000] (imputed)
1/10/2013	23065704	Amin Al Olama A	10/12/2012	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	"5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls"	"22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls"	22q13.1	22	40040969	TNRC6B	LOC100130899 - TNRC6B	100130899	23112		4392	3848	rs11704416-C	rs11704416		11704416	3_prime_UTR_variant	0	NR	4.00E-06	5.397940009	(Aggressive)	1.05	[0.96-1.15]	Illumina [~ 2600000] (imputed)
1/10/2013	23065704	Amin Al Olama A	10/12/2012	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	"5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls"	"22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls"	22q13.1	22	40040969	TNRC6B	LOC100130899 - TNRC6B	100130899	23112		4392	3848	rs11704416-C	rs11704416		11704416	3_prime_UTR_variant	0	NR	4.00E-07	6.397940009	(All)	1.06	[1.02-1.10]	Illumina [~ 2600000] (imputed)
6/16/2008	18385676	Amos CI	4/3/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	"1,154 European ancestry cases, 1,137 European ancestry controls"	"2,724 European ancestry cases, 3,694 European ancestry controls"	15q25.1	15	78513681	"CHRNA5, CHRNA3, PSMA4, LOC123688"	HYKK			123688			rs8034191-G	rs8034191		8034191	intron_variant	0	NR	3.00E-18	17.52287875		1.3	[1.15-1.47]	Illumina [317498]
6/16/2008	18385676	Amos CI	4/3/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	"1,154 European ancestry cases, 1,137 European ancestry controls"	"2,724 European ancestry cases, 3,694 European ancestry controls"	1q23.2	1	159711078	CRP	APCS - CRP	325	1401		122207	1211	rs2808630-G	rs2808630		2808630	downstream_gene_variant	0	NR	7.00E-06	5.15490196		1.22	[1.10-1.35]	Illumina [317498]
6/16/2008	18385676	Amos CI	4/3/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	"1,154 European ancestry cases, 1,137 European ancestry controls"	"2,724 European ancestry cases, 3,694 European ancestry controls"	3q28	3	190632672	IL1RAP	IL1RAP			3556			rs7626795-G	rs7626795		7626795	intron_variant	0	NR	8.00E-06	5.096910013		1.16	[1.05-1.28]	Illumina [317498]
9/4/2009	19648918	Amundadottir L	8/2/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19648918	Genome-wide association study identifies variants in the ABO locus associated with susceptibility to pancreatic cancer.	Pancreatic cancer	"1,771 European ancestry cases, 1,805 European ancestry controls"	"2,120 European ancestry cases, 2,127 European ancestry controls"				ABO							rs505922-C	rs505922		505922		1	0.35	5.00E-08	7.301029996		1.2	[1.12-1.28]	Illumina [558542]
10/7/2010	20852631	Antoniou AC	9/19/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20852631	A locus on 19p13 modifies risk of breast cancer in BRCA1 mutation carriers and is associated with hormone receptor-negative breast cancer in the general population.	Breast cancer	"1,193 European ancestry cases, 1,190 European ancestry controls"	"2,974 European ancestry cases, 3,012 European ancestry controls"	19p13.11	19	17278895	"ANKLE1, C19orf62, ABHD8"	BABAM1			29086			rs8170-A	rs8170		8170	synonymous_variant	0	0.17	2.00E-09	8.698970004		1.26	[1.17-1.35]	Illumina [555616]
2/12/2016	25939597	Berndt SI	5/5/2015	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	"4,600 European ancestry cases, 2,941 European ancestry controls"	"7,779 European ancestry cases, 7,623 European ancestry controls"	16q22.2	16	71997071	PKD1L3	PKD1L3			342372			rs12597458-G	rs12597458		12597458	intron_variant	0	0.56	1.00E-07	7		1.11	[1.06‐1.15]	Illumina [1531807] (imputed)
2/12/2016	25939597	Berndt SI	5/5/2015	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	"4,600 European ancestry cases, 2,941 European ancestry controls"	"7,779 European ancestry cases, 7,623 European ancestry controls"	6p22.3	6	21330062	CDKAL1	CDKAL1 - LINC00581	54901	100874531		97658	155999	rs12198220-T	rs12198220		12198220	intergenic_variant	0	0.74	2.00E-07	6.698970004		1.12	[1.07‐1.17]	Illumina [1531807] (imputed)
