date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
4/10/2009	18711366	Unoki H	8/17/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18711366	SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations.	Type 2 diabetes	"194 Japanese ancestry cases, 1,558 Japanese ancestry controls"	"5,324 East Asian ancestry cases, 7,037 East Asian ancestry controls, 4,085 European ancestry cases, 5,302 European ancestry controls"	11p15.4	11	2837316	KCNQ1	KCNQ1			3784			rs2237897-C	rs2237897		2237897	intron_variant	0	0.34	1.00E-16	16		1.33	[1.24-1.41]	Affymetrix [207097]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	6p22.3	6	20657333	CDKAL1	CDKAL1			54901			rs4712523-G	rs4712523		4712523	intron_variant	0	0.41	7.00E-20	19.15490196		1.27	[1.21-1.33]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	9p21.3	9	22132077	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		10980	314764	rs2383208-A	rs2383208		2383208	intergenic_variant	0	0.55	2.00E-29	28.69897		1.34	[1.27-1.41]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	11p15.4	11	2818521	KCNQ1	KCNQ1			3784			rs2237892-C	rs2237892		2237892	intron_variant	0	0.59	1.00E-26	26		1.33	[1.27-1.41]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.31	1.00E-06	6		1.14	[1.08-1.21]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	8q24.11	8	117172544	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs13266634-C	rs13266634		13266634	missense_variant	0	0.57	2.00E-14	13.69897		1.22	[1.16-1.28]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	10q23.33	10	92703125	HHEX	HHEX - EXOC6	3087	54536		7474	131588	rs1111875-C	rs1111875		1111875	regulatory_region_variant	0	0.28	7.00E-12	11.15490196		1.21	[1.15-1.28]	Illumina [482625]	N
5/7/2009	19401414	Takeuchi F	4/29/2009	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	"519 Japanese ancestry cases, 503 Japanese ancestry controls"	"5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.04	8.00E-12	11.09691001		1.54	[1.36-1.74]	Illumina [482625]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	11p12	11	41893816	intergenic	LOC105376639 - LOC101928591	105376639	101928591		18031	107906	rs9300039-C	rs9300039		9300039	intergenic_variant	0	0.89	6.00E-08	7.22184875		1.48	[1.28-1.71]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.18	1.00E-08	8		1.34	[1.21-1.49]	Illumina [315635]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-A	rs8050136		8050136	intron_variant	0	0.4	7.00E-14	13.15490196		1.23	[1.18-1.32]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	6p22.3	6	20660803	CDKAL1	CDKAL1			54901			rs10946398-C	rs10946398		10946398	intron_variant	0	0.32	1.00E-08	8		1.16	[1.10-1.22]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	10q23.33	10	92705802	HHEX	HHEX - EXOC6	3087	54536		10151	128911	rs5015480-C	rs5015480		5015480	downstream_gene_variant	0	0.57	5.00E-06	5.301029996		1.13	[1.07-1.19]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	9p21.3	9	22134095	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661		10811661	intergenic_variant	0	0.83	5.00E-06	5.301029996		1.19	[1.11-1.28]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	9p21.3	9	22029548	"CDKN2A, CDKN2B"	CDKN2B-AS1			100048912			rs564398-T	rs564398		564398	3_prime_UTR_variant	0	0.56	1.00E-06	6		1.13	[1.08-1.19]	Affymetrix [393453]	N
6/16/2008	17463246	Saxena R	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463246	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	Type 2 diabetes	"1,464 European ancestry cases, 1,467 European ancestry controls"	"5,065 European ancestry cases, 5,785 European ancestry controls"	9p21.3	9	22134095	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661		10811661	intergenic_variant	0	0.83	5.00E-08	7.301029996		1.2	[1.12-1.28]	Affymetrix [386731]	N
6/16/2008	17463246	Saxena R	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463246	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	Type 2 diabetes	"1,464 European ancestry cases, 1,467 European ancestry controls"	"5,065 European ancestry cases, 5,785 European ancestry controls"	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.29	2.00E-09	8.698970004		1.17	[1.11-1.23]	Affymetrix [386731]	N
6/16/2008	17463246	Saxena R	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463246	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	Type 2 diabetes	"1,464 European ancestry cases, 1,467 European ancestry controls"	"5,065 European ancestry cases, 5,785 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.26	2.00E-31	30.69897		1.38	[1.31-1.46]	Affymetrix [386731]	N
6/16/2008	17463246	Saxena R	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463246	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	Type 2 diabetes	"1,464 European ancestry cases, 1,467 European ancestry controls"	"5,065 European ancestry cases, 5,785 European ancestry controls"	11p15.1	11	17388025	KCNJ11	KCNJ11			3767			rs5219-T	rs5219		5219	missense_variant	0	0.47	1.00E-07	7		1.15	[1.09-1.21]	Affymetrix [386731]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.3	9.00E-16	15.04575749	(DGI+FUSION+WTCCC)	1.14	[1.11-1.18]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	6p22.3	6	20661019	CDKAL1	CDKAL1			54901			rs7754840-C	rs7754840		7754840	intron_variant	0	0.36	4.00E-11	10.39794001	(DGI+FUSION+WTCCC)	1.12	[1.08-1.16]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	9p21.3	9	22134095	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661		10811661	intergenic_variant	0	0.85	8.00E-15	14.09691001	(DGI+FUSION+WTCCC)	1.2	[1.14-1.25]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-A	rs8050136		8050136	intron_variant	0	0.38	1.00E-12	12	(DGI+FUSION+WTCCC)	1.17	[1.12-1.22]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	3p25.2	3	12351626	PPARG	PPARG			5468			rs1801282-C	rs1801282		1801282	missense_variant	0	0.82	2.00E-06	5.698970004	(DGI+FUSION+WTCCC)	1.14	[1.08-1.20]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	8q24.11	8	117172544	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs13266634-C	rs13266634		13266634	missense_variant	0	0.61	5.00E-08	7.301029996	(DGI+FUSION+WTCCC)	1.12	[1.07-1.16]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	10q23.33	10	92703125	HHEX	HHEX - EXOC6	3087	54536		7474	131588	rs1111875-C	rs1111875		1111875	regulatory_region_variant	0	0.52	6.00E-10	9.22184875	(DGI+FUSION+WTCCC)	1.13	[1.09-1.17]	Illumina [315635]	N
6/16/2008	17463248	Scott LJ	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	"1,161 European ancestry cases, 1,174 European ancestry controls"	"1,215 European ancestry cases, 1,258 European ancestry controls"	11p15.1	11	17388025	KCNJ11	KCNJ11			3767			rs5219-T	rs5219		5219	missense_variant	0	0.46	7.00E-11	10.15490196	(DGI+FUSION+WTCCC)	1.14	[1.10-1.19]	Illumina [315635]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.32	9.00E-16	15.04575749	(DGI+FUSION+WTCCC)	1.14	[1.11-1.18]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	8q24.11	8	117172544	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs13266634-C	rs13266634		13266634	missense_variant	0	0.69	5.00E-08	7.301029996	(DGI+FUSION+WTCCC)	1.12	[1.07-1.16]	Affymetrix [393453]	N
6/16/2008	17463249	Zeggini E	4/26/2007	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	"1,924 European ancestry cases, 2,938 European ancestry controls"	"3,757 European ancestry cases, 5,346 European ancestry controls"	10q25.2	10	112994329	TCF7L2	TCF7L2			6934			rs7901695-C	rs7901695		7901695	intron_variant	0	NR	1.00E-48	48	(DGI+FUSION+WTCCC)	1.37	[1.31-1.43]	Affymetrix [393453]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	2q36.3	2	226229029	"LOC64673, IRS1"	LOC646736 - LOC105373913	646736	105373913		48967	55227	rs2943641-C	rs2943641		2943641	intergenic_variant	0	0.63	9.00E-12	11.04575749		1.19	[1.13-1.25]	Illumina [392365]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	4p16.1	4	6268329	"PPP2R2C, WFS1"	LOC285484 - WFS1	285484	7466		34393	1521	rs4689388-T	rs4689388		4689388	upstream_gene_variant	0	0.57	1.00E-08	8		1.16	[1.10-1.21]	Illumina [392365]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	5q14.3	5	90250292	"LOC72901, CETN3"	LINC01339			101929495			rs12518099-C	rs12518099		12518099	intron_variant	0	0.23	7.00E-07	6.15490196		1.16	[1.10-1.22]	Illumina [392365]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	6p22.3	6	20657333	CDKAL1	CDKAL1			54901			rs4712523-G	rs4712523		4712523	intron_variant	0	0.32	2.00E-12	11.69897		1.2	[1.14-1.26]	Illumina [392365]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	8q24.11	8	117172544	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs13266634-C	rs13266634		13266634	missense_variant	0	0.68	8.00E-08	7.096910013		1.16	[1.10-1.22]	Illumina [392365]	N
9/29/2009	19734900	Rung J	9/6/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734900	"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia."	Type 2 diabetes and other traits	"679 European ancestry cases, 697 European ancestry controls"	"5,579 European ancestry cases, 7,096 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.27	1.00E-30	30		1.48	[1.39-1.57]	Illumina [392365]	N
